minority,age,female,onecredit,beauty,course_eval,intro,nnenglish
0,58,0,0,-0.410197556,4.300000191,0,0
0,58,0,0,-0.410197556,3.5,1,0
0,58,0,0,-0.410197556,4,0,0
0,58,0,0,-0.410197556,4,1,0
1,52,0,0,0.123344831,4.599999905,0,1
1,52,0,0,0.123344831,4.599999905,0,1
1,52,0,0,0.123344831,3.700000048,0,1
1,52,0,0,0.123344831,3.5,0,1
1,52,0,0,0.123344831,3.599999905,0,1
1,52,0,0,0.123344831,3.900000095,0,1
0,73,0,0,-0.805994153,4.199999809,0,0
0,73,0,0,-0.805994153,3.200000048,0,0
0,73,0,0,-0.805994153,4.900000095,0,0
0,70,0,0,-0.821041763,4,0,0
0,70,0,0,-0.821041763,3.5,0,0
0,70,0,0,-0.821041763,3.400000095,0,0
0,63,0,0,-0.098556787,4.199999809,0,0
0,63,0,0,-0.098556787,3.5,0,0
0,63,0,0,-0.098556787,4.400000095,0,0
0,63,0,0,-0.098556787,3.700000048,0,0
0,63,0,0,-0.098556787,3.400000095,0,0
0,63,0,0,-0.098556787,3,0,0
0,47,0,0,-1.012306094,3.900000095,0,0
0,47,0,0,-1.012306094,2.799999952,0,0
0,39,0,0,0.488331437,3.700000048,1,0
0,39,0,0,0.488331437,4.599999905,0,0
0,39,0,0,0.488331437,4.199999809,0,0
0,39,0,0,0.488331437,4.400000095,0,0
1,47,1,0,-0.171950549,3.799999952,0,0
1,47,1,1,-0.171950549,4.099999905,1,0
1,47,1,0,-0.171950549,3.700000048,1,0
1,47,1,0,-0.171950549,4.099999905,0,0
1,47,1,0,-0.171950549,3,1,0
1,47,1,0,-0.171950549,3.200000048,1,0
1,47,1,0,-0.171950549,2.799999952,1,0
1,47,1,1,-0.171950549,4.699999809,1,0
1,47,1,0,-0.171950549,4.199999809,1,0
1,47,1,0,-0.171950549,3.200000048,1,0
1,47,1,0,-0.171950549,3.099999905,1,0
1,47,1,0,-0.171950549,4,1,0
0,54,0,0,-1.16790688,4.199999809,0,0
0,54,0,0,-1.16790688,4.300000191,0,0
1,44,1,0,0.952553391,3.299999952,0,0
1,44,1,0,0.952553391,4.099999905,0,0
1,44,1,0,0.952553391,3.700000048,0,0
1,47,0,0,-1.140457392,3.299999952,0,0
1,47,0,0,-1.140457392,3.799999952,0,0
1,47,0,0,-1.140457392,3.400000095,0,0
1,47,0,0,-1.140457392,4.199999809,0,0
1,47,0,0,-1.140457392,3.799999952,0,0
1,47,0,0,-1.140457392,3.5,0,0
1,47,0,0,-1.140457392,3.299999952,0,0
0,62,0,0,-0.816117167,4.300000191,0,0
0,62,0,0,-0.816117167,4.099999905,0,0
0,60,0,0,-0.483745575,4.5,0,0
0,60,0,0,-0.483745575,4.5,0,0
0,60,0,0,-0.483745575,4.599999905,0,0
0,60,0,0,-0.483745575,4.400000095,0,0
0,60,0,0,-0.483745575,4.099999905,0,0
0,60,0,0,-0.483745575,4.5,0,0
0,60,0,0,-0.483745575,4.300000191,1,0
0,42,0,0,-0.326127738,4.400000095,0,0
0,42,0,0,-0.326127738,4.900000095,0,0
0,42,0,0,-0.326127738,4.699999809,0,0
0,42,0,0,-0.326127738,4.599999905,0,0
0,35,0,0,0.186558902,4.800000191,1,0
0,35,0,0,0.186558902,4.199999809,0,0
0,35,0,0,0.186558902,4.599999905,1,0
0,39,1,0,1.88167429,4.699999809,0,0
0,39,1,0,1.88167429,4.599999905,0,0
0,39,1,0,1.88167429,3.599999905,1,0
0,49,0,0,0.962600648,3.900000095,0,0
0,49,0,0,0.962600648,4,0,0
0,61,0,0,0.153469384,4.400000095,0,0
0,61,0,0,0.153469384,4.5,1,0
0,61,0,0,0.153469384,4.400000095,0,0
0,33,0,0,1.261045575,3,0,0
0,33,0,0,1.261045575,3.700000048,0,0
0,56,1,0,-0.346074551,3.599999905,0,0
0,56,1,0,-0.346074551,3.099999905,0,0
0,50,1,1,-0.744617999,3.799999952,1,0
0,50,1,1,-0.744617999,4.699999809,1,0
0,50,1,0,-0.744617999,3.799999952,0,0
0,50,1,0,-0.744617999,3.799999952,0,0
0,50,1,0,-0.744617999,2.799999952,0,0
0,50,1,0,-0.744617999,4,0,0
0,52,0,0,-0.744743943,4,0,0
0,52,0,0,-0.744743943,3.5,0,0
0,52,0,0,-0.744743943,3.400000095,0,0
0,52,0,0,-0.744743943,4,0,0
0,52,0,0,-0.744743943,3.5,0,0
0,52,0,0,-0.744743943,3.799999952,0,0
0,52,0,0,-0.744743943,4.699999809,0,0
0,52,0,0,-0.744743943,3.900000095,0,0
0,52,0,0,-0.744743943,4.5,0,0
0,52,0,0,-0.744743943,4.199999809,0,0
0,52,0,0,-0.744743943,4.699999809,0,0
0,52,0,0,-0.744743943,4,0,0
0,33,1,0,0.636128426,4.800000191,0,0
0,33,1,0,0.636128426,4.800000191,0,0
0,33,1,0,0.636128426,4.400000095,0,0
0,33,1,0,0.636128426,4.699999809,0,0
0,33,1,0,0.636128426,4.5,0,0
0,57,0,0,0.543485224,4.199999809,0,0
0,57,0,0,0.543485224,4.400000095,0,0
0,57,0,0,0.543485224,4.099999905,0,0
0,38,1,0,0.982594848,4.199999809,1,0
0,38,1,0,0.982594848,4.800000191,0,0
0,38,1,0,0.982594848,4.400000095,0,0
0,38,1,0,0.982594848,4.699999809,0,0
0,38,1,0,0.982594848,4.199999809,1,0
0,38,1,0,0.982594848,4.5,0,0
0,34,1,0,-1.538843036,3.400000095,1,0
0,34,1,0,-1.538843036,3.700000048,1,0
0,34,1,0,-1.538843036,3.599999905,0,0
0,34,1,0,-1.538843036,3.900000095,0,0
0,34,1,0,-1.538843036,3.900000095,0,0
0,34,0,0,1.067530751,3.700000048,0,0
0,34,0,0,1.067530751,3,1,0
0,32,0,0,-0.414363891,3.599999905,1,0
0,32,0,0,-0.414363891,3.599999905,1,0
0,32,0,0,-0.414363891,4.300000191,0,0
0,32,0,0,-0.414363891,4.5,0,0
0,42,1,0,0.796294391,3.900000095,0,0
0,43,1,0,-0.646694303,4.599999905,0,0
0,43,1,0,-0.646694303,4.099999905,1,0
0,43,1,0,-0.646694303,4.199999809,1,0
0,43,1,0,-0.646694303,4.099999905,1,0
0,43,1,0,-0.646694303,3.099999905,1,0
0,43,1,0,-0.646694303,3.599999905,1,0
0,43,1,0,-0.646694303,4.199999809,0,0
0,43,1,0,-0.646694303,3,1,0
0,43,1,0,-0.646694303,4.199999809,0,0
0,35,0,0,-0.429903418,3.400000095,1,1
0,62,1,0,-0.592406571,3.099999905,0,0
0,62,1,0,-0.592406571,2.700000048,0,0
0,52,1,0,0.685174882,3.900000095,0,0
0,52,1,0,0.9755885,3.900000095,0,0
0,52,1,0,0.9755885,3.599999905,0,0
0,52,1,0,-1.178738236,3.700000048,0,0
0,52,1,0,-1.178738236,3.599999905,0,0
0,52,1,0,-1.178738236,4.400000095,0,0
0,52,1,0,-1.178738236,4.300000191,0,0
0,52,1,0,-1.178738236,4.099999905,0,0
0,52,1,0,-1.178738236,3.700000048,0,0
0,64,0,0,-1.157511115,3.599999905,0,0
0,64,0,0,-1.157511115,2.799999952,0,0
0,64,0,0,-1.157511115,4,0,0
0,64,0,0,-1.157511115,4.400000095,0,0
0,64,0,0,-1.157511115,3.599999905,0,0
0,50,0,0,1.327346325,3.700000048,0,0
0,60,0,0,-1.511267662,2.900000095,0,0
0,60,0,0,-1.511267662,2.599999905,0,0
0,43,0,1,-0.578311741,4.800000191,1,0
0,43,0,1,-0.578311741,4.900000095,1,0
0,43,0,0,-0.578311741,4.300000191,1,0
0,43,0,0,-0.578311741,4.400000095,1,0
0,43,0,1,-0.578311741,4.300000191,1,0
0,43,0,1,-0.578311741,4.699999809,1,0
0,43,0,1,-0.578311741,4.300000191,1,0
0,43,0,0,-0.578311741,4.599999905,1,0
1,50,0,1,-0.671936035,4.900000095,1,0
1,50,0,1,-0.671936035,4.800000191,1,0
1,50,0,1,-0.671936035,4.699999809,1,0
1,50,0,1,-0.671936035,4.800000191,1,0
1,50,0,1,-0.671936035,4.900000095,1,0
1,50,0,1,-0.671936035,4.800000191,1,0
1,50,0,1,-0.671936035,4.800000191,1,0
1,50,0,1,-0.671936035,5,1,0
1,50,0,1,-0.671936035,4.5,1,0
0,52,0,0,0.668333769,3.799999952,0,0
0,52,0,0,0.668333769,3.799999952,0,0
0,52,0,0,0.668333769,3.799999952,0,0
0,52,0,0,0.668333769,4,0,0
0,52,0,0,0.668333769,4.199999809,0,0
0,51,0,0,0.792469501,4.5,1,0
0,51,0,0,0.792469501,4.5,1,0
0,51,0,0,0.792469501,4.599999905,1,0
0,51,0,0,0.792469501,4.699999809,1,0
0,38,0,0,-0.654850483,4.099999905,1,0
0,38,0,0,-0.654850483,3.599999905,1,0
0,38,0,0,-0.654850483,4,1,0
0,47,1,0,0.251054645,3.400000095,1,0
1,43,1,0,-0.239717811,2.799999952,1,0
0,38,1,0,-1.113346457,4.099999905,1,0
0,38,1,0,-1.113346457,3.5,1,0
0,38,1,0,-1.113346457,3.400000095,1,0
0,38,1,0,-1.113346457,4.099999905,1,0
0,38,1,0,-1.113346457,4.199999809,1,0
0,43,0,0,-0.113593474,4.300000191,1,0
0,43,0,0,-0.113593474,4.099999905,0,0
0,43,0,0,-0.113593474,3.400000095,0,0
0,57,0,0,-0.835136592,3.5,0,0
0,57,0,0,-0.835136592,3.599999905,0,0
0,51,1,0,0.90059936,3.700000048,0,0
0,51,1,0,0.90059936,3,0,0
0,51,1,0,0.90059936,4.599999905,0,0
0,45,0,1,-0.620768964,4,1,0
0,45,0,0,-0.620768964,4.800000191,1,0
0,45,0,1,-0.620768964,4.599999905,1,0
0,57,0,0,-0.855241239,3.400000095,1,0
0,57,0,0,-0.855241239,4.400000095,1,0
0,57,0,0,-0.855241239,3.599999905,1,0
0,57,0,0,-0.855241239,3.799999952,1,0
0,57,0,0,-0.855241239,3.700000048,1,0
0,57,0,0,-0.855241239,4.699999809,1,0
0,57,0,0,-0.855241239,4.5,1,0
0,57,0,0,-0.855241239,5,0,0
0,57,0,0,-0.855241239,3.799999952,1,0
0,57,0,0,-0.855241239,4.099999905,1,0
0,47,1,1,1.065906405,4.300000191,1,0
0,47,1,1,1.065906405,4.400000095,1,0
0,47,1,1,1.065906405,4.699999809,1,0
0,47,1,0,1.065906405,3.900000095,1,0
1,54,1,0,1.144253135,4.800000191,1,0
1,54,1,0,1.144253135,4.300000191,1,0
1,54,1,0,1.144253135,4.599999905,1,0
1,54,1,0,1.144253135,3.799999952,1,0
0,58,0,0,1.685984731,5,1,0
0,58,0,0,1.685984731,4.900000095,1,0
0,58,0,0,1.685984731,4.599999905,1,0
0,58,0,0,1.685984731,4.599999905,1,0
0,58,0,0,1.685984731,5,1,0
0,58,0,0,1.685984731,4.599999905,1,0
0,58,0,0,1.685984731,4.900000095,1,0
0,42,0,0,1.684801936,4,1,0
0,42,0,0,1.684801936,3.900000095,0,0
0,33,0,0,0.636243463,4.099999905,1,0
0,62,0,0,-1.269975185,2.900000095,1,0
0,62,0,0,-1.269975185,2.799999952,1,0
0,62,0,0,-1.269975185,2.799999952,1,0
0,62,0,0,-1.269975185,4,0,0
0,62,0,0,-1.269975185,3.299999952,1,0
0,62,0,0,-1.269975185,3,1,0
1,35,1,0,1.681102872,3.599999905,1,0
1,35,1,0,1.681102872,3.799999952,1,0
0,61,0,0,-0.675610304,3.900000095,1,0
0,52,1,0,-0.090181455,4.699999809,1,0
0,52,1,0,-0.090181455,4.699999809,1,0
0,60,1,0,-0.145025715,3.900000095,0,1
0,60,1,0,-0.145025715,4.400000095,0,1
0,60,1,0,-0.145025715,3.599999905,0,1
0,60,1,0,-0.145025715,4.199999809,0,1
0,60,1,0,-0.145025715,3.400000095,0,1
0,60,1,0,-0.145025715,4,0,1
0,32,0,0,1.143044591,4.199999809,1,0
0,32,0,0,1.143044591,4.400000095,0,0
0,32,0,0,1.143044591,4.5,1,0
0,32,0,0,1.143044591,3.200000048,1,0
0,32,0,0,1.143044591,4.300000191,0,0
1,42,1,0,0.332050651,3.299999952,0,1
1,42,1,0,0.332050651,3.200000048,0,1
1,42,1,1,0.332050651,4.099999905,1,1
